1	vs	2


2	0.62763	1.47881	0.16617	23.65420	0.10818	32.54670
2	0.61503	1.49950	0.16776	23.57140	0.10219	35.54760
2	0.78278	1.42161	0.15316	25.28550	0.10042	38.01100
2	0.68069	1.59172	0.16112	23.99820	0.10164	34.66690
2	0.41618	1.63994	0.18508	21.36140	0.09886	35.80330
2	0.54187	1.29318	0.16558	23.95380	0.10893	33.42810
2	0.45674	1.81230	0.19977	19.60360	0.08753	41.40710
2	0.56908	1.27888	0.16361	24.01580	0.11101	32.48160
2	vs	3


1	0.07278	1.35125	0.26522	15.28430	0.10364	34.97800
1	0.03332	1.50976	0.36214	12.27150	0.10873	32.09820
1	0.00162	1.63240	0.35160	11.53600	0.09552	38.92860
1	0.05902	1.55074	0.28293	14.38330	0.09298	42.17380
1	0.09212	1.42454	0.25319	16.08330	0.10357	35.37880
1	0.14538	1.62250	0.23229	17.25060	0.09758	36.17410
1	0.07023	1.57635	0.29418	13.87340	0.09516	41.17770
1	0.29862	1.73752	0.18509	22.03680	0.09203	41.64180
1	0.15899	1.03805	0.22436	18.11090	0.11435	33.65600
2	0.15928	1.60091	0.30508	14.09110	0.09464	39.06420
2	0.20482	1.30965	0.22430	18.06330	0.11258	33.66940
2	0.06017	1.42111	0.27206	14.96980	0.10065	37.81300
2	0.22511	1.59529	0.20941	19.35030	0.09294	42.37020
2	0.17988	1.39031	0.23084	17.71210	0.10268	36.00700
2	0.20198	1.52226	0.22007	18.20850	0.09687	38.10470
2	0.18810	1.49308	0.22823	17.61680	0.09517	40.95730
2	0.54902	1.74160	0.15907	25.30220	0.09451	41.45080
2	0.22617	1.27055	0.22893	17.59910	0.11256	33.32680
2	vs	4


1	0.07278	1.35125	0.26522	15.28430	0.10364	34.97800
1	0.03332	1.50976	0.36214	12.27150	0.10873	32.09820
1	0.00162	1.63240	0.35160	11.53600	0.09552	38.92860
1	0.05902	1.55074	0.28293	14.38330	0.09298	42.17380
1	0.09212	1.42454	0.25319	16.08330	0.10357	35.37880
1	0.14538	1.62250	0.23229	17.25060	0.09758	36.17410
1	0.07023	1.57635	0.29418	13.87340	0.09516	41.17770
1	0.29862	1.73752	0.18509	22.03680	0.09203	41.64180
1	0.15899	1.03805	0.22436	18.11090	0.11435	33.65600
2	0.28804	1.63042	0.21969	18.07990	0.09207	40.95980
2	0.21597	1.69532	0.23873	16.75300	0.09931	34.65960
2	0.13217	1.46736	0.26587	15.19400	0.09590	40.50800
2	0.23045	1.50728	0.21705	18.91040	0.09358	40.75240
2	0.22490	1.53746	0.21778	18.33070	0.09653	38.04730
2	0.27057	1.60363	0.22184	18.38830	0.09464	38.96360
2	0.24268	1.41918	0.23422	17.06460	0.10368	35.94950
2	0.33998	1.68427	0.19574	21.09450	0.09170	41.89460
2	0.22376	1.17591	0.26352	16.67570	0.11800	31.04370
2	vs	5


1	0.07278	1.35125	0.26522	15.28430	0.10364	34.97800
1	0.03332	1.50976	0.36214	12.27150	0.10873	32.09820
1	0.00162	1.63240	0.35160	11.53600	0.09552	38.92860
1	0.05902	1.55074	0.28293	14.38330	0.09298	42.17380
1	0.09212	1.42454	0.25319	16.08330	0.10357	35.37880
1	0.14538	1.62250	0.23229	17.25060	0.09758	36.17410
1	0.07023	1.57635	0.29418	13.87340	0.09516	41.17770
1	0.29862	1.73752	0.18509	22.03680	0.09203	41.64180
1	0.15899	1.03805	0.22436	18.11090	0.11435	33.65600
2	0.42997	1.84534	0.20488	19.19780	0.09164	37.23850
2	0.62763	1.47881	0.16617	23.65420	0.10818	32.54670
2	0.61503	1.49950	0.16776	23.57140	0.10219	35.54760
2	0.78278	1.42161	0.15316	25.28550	0.10042	38.01100
2	0.68069	1.59172	0.16112	23.99820	0.10164	34.66690
2	0.41618	1.63994	0.18508	21.36140	0.09886	35.80330
2	0.54187	1.29318	0.16558	23.95380	0.10893	33.42810
2	0.45674	1.81230	0.19977	19.60360	0.08753	41.40710
2	0.56908	1.27888	0.16361	24.01580	0.11101	32.48160
3	vs	4


1	0.15928	1.60091	0.30508	14.09110	0.09464	39.06420
1	0.20482	1.30965	0.22430	18.06330	0.11258	33.66940
1	0.06017	1.42111	0.27206	14.96980	0.10065	37.81300
1	0.22511	1.59529	0.20941	19.35030	0.09294	42.37020
1	0.17988	1.39031	0.23084	17.71210	0.10268	36.00700
1	0.20198	1.52226	0.22007	18.20850	0.09687	38.10470
1	0.18810	1.49308	0.22823	17.61680	0.09517	40.95730
1	0.54902	1.74160	0.15907	25.30220	0.09451	41.45080
1	0.22617	1.27055	0.22893	17.59910	0.11256	33.32680
2	0.28804	1.63042	0.21969	18.07990	0.09207	40.95980
2	0.21597	1.69532	0.23873	16.75300	0.09931	34.65960
2	0.13217	1.46736	0.26587	15.19400	0.09590	40.50800
2	0.23045	1.50728	0.21705	18.91040	0.09358	40.75240
2	0.22490	1.53746	0.21778	18.33070	0.09653	38.04730
2	0.27057	1.60363	0.22184	18.38830	0.09464	38.96360
2	0.24268	1.41918	0.23422	17.06460	0.10368	35.94950
2	0.33998	1.68427	0.19574	21.09450	0.09170	41.89460
2	0.22376	1.17591	0.26352	16.67570	0.11800	31.04370
3	vs	5


1	0.15928	1.60091	0.30508	14.09110	0.09464	39.06420
1	0.20482	1.30965	0.22430	18.06330	0.11258	33.66940
1	0.06017	1.42111	0.27206	14.96980	0.10065	37.81300
1	0.22511	1.59529	0.20941	19.35030	0.09294	42.37020
1	0.17988	1.39031	0.23084	17.71210	0.10268	36.00700
1	0.20198	1.52226	0.22007	18.20850	0.09687	38.10470
1	0.18810	1.49308	0.22823	17.61680	0.09517	40.95730
1	0.54902	1.74160	0.15907	25.30220	0.09451	41.45080
1	0.22617	1.27055	0.22893	17.59910	0.11256	33.32680
2	0.42997	1.84534	0.20488	19.19780	0.09164	37.23850
2	0.62763	1.47881	0.16617	23.65420	0.10818	32.54670
2	0.61503	1.49950	0.16776	23.57140	0.10219	35.54760
2	0.78278	1.42161	0.15316	25.28550	0.10042	38.01100
2	0.68069	1.59172	0.16112	23.99820	0.10164	34.66690
2	0.41618	1.63994	0.18508	21.36140	0.09886	35.80330
2	0.54187	1.29318	0.16558	23.95380	0.10893	33.42810
2	0.45674	1.81230	0.19977	19.60360	0.08753	41.40710
2	0.56908	1.27888	0.16361	24.01580	0.11101	32.48160
4	vs	5


1	0.28804	1.63042	0.21969	18.07990	0.09207	40.95980
1	0.21597	1.69532	0.23873	16.75300	0.09931	34.65960
1	0.13217	1.46736	0.26587	15.19400	0.09590	40.50800
1	0.23045	1.50728	0.21705	18.91040	0.09358	40.75240
1	0.22490	1.53746	0.21778	18.33070	0.09653	38.04730
1	0.27057	1.60363	0.22184	18.38830	0.09464	38.96360
1	0.24268	1.41918	0.23422	17.06460	0.10368	35.94950
1	0.33998	1.68427	0.19574	21.09450	0.09170	41.89460
1	0.22376	1.17591	0.26352	16.67570	0.11800	31.04370
2	0.42997	1.84534	0.20488	19.19780	0.09164	37.23850
2	0.62763	1.47881	0.16617	23.65420	0.10818	32.54670
2	0.61503	1.49950	0.16776	23.57140	0.10219	35.54760
2	0.78278	1.42161	0.15316	25.28550	0.10042	38.01100
2	0.68069	1.59172	0.16112	23.99820	0.10164	34.66690
2	0.41618	1.63994	0.18508	21.36140	0.09886	35.80330
2	0.54187	1.29318	0.16558	23.95380	0.10893	33.42810
2	0.45674	1.81230	0.19977	19.60360	0.08753	41.40710
2	0.56908	1.27888	0.16361	24.01580	0.11101	32.48160
