SCAN	FA	MD	L1	RD	DIAM	DENS
t0	7.66E-01	7.23E-01	1.54E+00	3.14E-01	1.19E+01	2.95E-02
t0	7.64E-01	7.38E-01	1.57E+00	3.22E-01	1.24E+01	2.88E-02
t0	7.68E-01	7.02E-01	1.50E+00	3.03E-01	1.23E+01	2.92E-02
t0	7.38E-01	6.88E-01	1.42E+00	3.21E-01	1.29E+01	2.71E-02
t0	6.07E-01	7.97E-01	1.44E+00	4.76E-01	1.17E+01	3.13E-02
t0	4.77E-01	9.49E-01	1.52E+00	6.66E-01	1.33E+01	2.45E-02
t0	3.72E-01	9.05E-01	1.30E+00	7.05E-01	9.89E+00	3.77E-02
t0	5.00E-01	7.66E-01	1.24E+00	5.29E-01	1.21E+01	2.94E-02
t0	5.46E-01	8.02E-01	1.36E+00	5.24E-01	1.21E+01	3.16E-02
t0	6.76E-01	7.24E-01	1.39E+00	3.89E-01	1.16E+01	3.37E-02
t0	7.13E-01	7.00E-01	1.40E+00	3.49E-01	1.15E+01	3.41E-02
t0	6.50E-01	8.57E-01	1.61E+00	4.81E-01	1.12E+01	3.47E-02
t0	6.44E-01	9.27E-01	1.73E+00	5.26E-01	1.09E+01	3.43E-02
t0	6.72E-01	9.00E-01	1.73E+00	4.87E-01	1.04E+01	3.73E-02
t0	6.89E-01	8.60E-01	1.68E+00	4.50E-01	1.13E+01	3.47E-02
t0	7.32E-01	7.63E-01	1.56E+00	3.65E-01	1.18E+01	3.07E-02
t0	7.87E-01	6.42E-01	1.40E+00	2.65E-01	1.20E+01	3.04E-02
t0	6.99E-01	7.39E-01	1.46E+00	3.79E-01	1.28E+01	2.62E-02
t0	5.55E-01	6.02E-01	1.03E+00	3.88E-01	1.47E+01	1.69E-02
t0	2.62E-01	9.79E-01	1.27E+00	8.32E-01	2.19E+01	9.06E-03
t0	5.40E-01	8.66E-01	1.44E+00	5.78E-01	1.13E+01	3.37E-02
t0	6.67E-01	7.59E-01	1.45E+00	4.14E-01	1.09E+01	3.94E-02
t0	6.53E-01	8.74E-01	1.65E+00	4.86E-01	1.14E+01	3.45E-02
t0	7.18E-01	7.98E-01	1.61E+00	3.91E-01	1.21E+01	2.81E-02
t0	7.50E-01	7.42E-01	1.55E+00	3.36E-01	1.25E+01	2.76E-02
t0	6.63E-01	8.33E-01	1.59E+00	4.54E-01	1.32E+01	2.77E-02
t0	6.05E-01	8.67E-01	1.56E+00	5.19E-01	1.32E+01	2.80E-02
t0	6.23E-01	7.72E-01	1.41E+00	4.50E-01	1.27E+01	2.52E-02
t0	5.34E-01	8.49E-01	1.43E+00	5.60E-01	1.22E+01	2.71E-02
t0	4.19E-01	9.91E-01	1.50E+00	7.38E-01	1.48E+01	2.01E-02
t0	5.04E-01	7.82E-01	1.27E+00	5.36E-01	1.21E+01	3.08E-02
t0	5.40E-01	8.40E-01	1.41E+00	5.53E-01	1.18E+01	3.32E-02
t0	5.83E-01	8.54E-01	1.50E+00	5.34E-01	1.19E+01	3.38E-02
t0	7.27E-01	6.72E-01	1.36E+00	3.30E-01	1.17E+01	3.23E-02
t0	8.19E-01	5.80E-01	1.30E+00	2.19E-01	1.11E+01	3.40E-02
t0	7.40E-01	7.07E-01	1.45E+00	3.34E-01	1.06E+01	4.01E-02
t0	6.91E-01	8.04E-01	1.57E+00	4.22E-01	1.14E+01	3.46E-02
t0	6.76E-01	8.72E-01	1.68E+00	4.71E-01	1.09E+01	3.43E-02
t0	6.57E-01	9.21E-01	1.74E+00	5.13E-01	1.12E+01	3.28E-02
t0	6.79E-01	8.60E-01	1.66E+00	4.60E-01	1.19E+01	3.21E-02
t0	6.96E-01	7.81E-01	1.54E+00	4.03E-01	1.30E+01	2.68E-02
t0	6.66E-01	7.85E-01	1.50E+00	4.29E-01	1.24E+01	3.05E-02
t0	5.98E-01	8.45E-01	1.51E+00	5.13E-01	1.28E+01	3.02E-02
t0	3.96E-01	1.07E+00	1.55E+00	8.37E-01	9.54E+00	3.10E-02
t0	5.40E-01	8.92E-01	1.49E+00	5.92E-01	1.14E+01	3.32E-02
t0	6.08E-01	8.78E-01	1.58E+00	5.28E-01	1.12E+01	3.79E-02
t0	6.65E-01	8.56E-01	1.63E+00	4.67E-01	1.20E+01	3.02E-02
t0	6.62E-01	8.84E-01	1.69E+00	4.83E-01	1.26E+01	2.90E-02
t0	6.71E-01	8.44E-01	1.62E+00	4.54E-01	1.20E+01	3.32E-02
t0	7.75E-01	6.53E-01	1.41E+00	2.76E-01	1.27E+01	2.91E-02
t0	6.97E-01	7.37E-01	1.46E+00	3.77E-01	1.29E+01	2.63E-02
t0	5.75E-01	8.86E-01	1.55E+00	5.54E-01	1.35E+01	2.58E-02
t0	5.71E-01	8.10E-01	1.41E+00	5.09E-01	1.28E+01	2.68E-02
t0	4.99E-01	8.62E-01	1.40E+00	5.94E-01	1.36E+01	2.32E-02
t0	4.21E-01	9.74E-01	1.46E+00	7.33E-01	1.50E+01	1.98E-02
t0	5.01E-01	8.55E-01	1.39E+00	5.87E-01	1.18E+01	3.15E-02
t0	5.79E-01	8.02E-01	1.40E+00	5.02E-01	1.15E+01	3.34E-02
t0	6.10E-01	8.34E-01	1.50E+00	5.01E-01	1.13E+01	3.40E-02
t0	6.63E-01	8.01E-01	1.51E+00	4.45E-01	1.11E+01	3.46E-02
t0	7.72E-01	6.85E-01	1.45E+00	3.01E-01	1.13E+01	3.31E-02
t0	7.61E-01	7.14E-01	1.50E+00	3.23E-01	1.09E+01	3.54E-02
t0	6.87E-01	8.24E-01	1.60E+00	4.36E-01	1.11E+01	3.66E-02
t0	7.15E-01	7.93E-01	1.59E+00	3.96E-01	1.07E+01	3.91E-02
t0	7.39E-01	7.69E-01	1.58E+00	3.64E-01	1.14E+01	3.17E-02
t0	6.70E-01	8.57E-01	1.64E+00	4.67E-01	1.16E+01	3.40E-02
t0	6.37E-01	8.75E-01	1.62E+00	5.03E-01	1.20E+01	3.13E-02
t0	6.04E-01	8.60E-01	1.54E+00	5.19E-01	1.27E+01	2.98E-02
t0	5.76E-01	8.29E-01	1.45E+00	5.20E-01	1.29E+01	2.98E-02
t0	5.49E-01	7.75E-01	1.32E+00	5.03E-01	1.30E+01	2.70E-02
t0	4.33E-01	1.03E+00	1.53E+00	7.76E-01	9.81E+00	2.89E-02
t0	6.38E-01	7.47E-01	1.37E+00	4.37E-01	1.12E+01	3.43E-02
t0	6.52E-01	8.20E-01	1.54E+00	4.61E-01	1.09E+01	3.98E-02
t0	5.79E-01	1.02E+00	1.78E+00	6.33E-01	1.16E+01	3.41E-02
t0	7.07E-01	7.93E-01	1.58E+00	3.98E-01	1.10E+01	3.49E-02
t0	6.62E-01	8.82E-01	1.68E+00	4.83E-01	1.17E+01	3.22E-02
t0	6.78E-01	8.37E-01	1.62E+00	4.45E-01	1.23E+01	2.99E-02
t0	6.43E-01	8.59E-01	1.61E+00	4.85E-01	1.24E+01	2.85E-02
t0	6.12E-01	8.46E-01	1.53E+00	5.02E-01	1.24E+01	2.81E-02
t0	5.93E-01	8.05E-01	1.43E+00	4.92E-01	1.31E+01	2.68E-02
t0	5.71E-01	7.88E-01	1.36E+00	5.00E-01	1.35E+01	2.48E-02
t0	5.08E-01	8.41E-01	1.36E+00	5.84E-01	1.31E+01	2.53E-02
t0	5.15E-01	8.28E-01	1.36E+00	5.61E-01	1.15E+01	3.21E-02
t0	6.19E-01	7.37E-01	1.34E+00	4.37E-01	1.14E+01	3.37E-02
t0	6.86E-01	7.02E-01	1.36E+00	3.72E-01	1.09E+01	3.54E-02
t0	6.93E-01	7.57E-01	1.48E+00	3.96E-01	1.07E+01	3.52E-02
t0	6.71E-01	8.39E-01	1.60E+00	4.58E-01	1.09E+01	3.56E-02
t0	6.80E-01	8.40E-01	1.61E+00	4.53E-01	1.08E+01	3.68E-02
t0	6.89E-01	8.20E-01	1.59E+00	4.34E-01	1.09E+01	3.70E-02
t0	7.00E-01	7.80E-01	1.53E+00	4.03E-01	1.14E+01	3.50E-02
t0	7.37E-01	7.24E-01	1.48E+00	3.44E-01	1.15E+01	3.42E-02
t0	6.94E-01	7.52E-01	1.47E+00	3.93E-01	1.20E+01	3.00E-02
t0	6.12E-01	8.35E-01	1.50E+00	5.00E-01	1.29E+01	2.79E-02
t0	6.16E-01	7.68E-01	1.39E+00	4.57E-01	1.24E+01	2.85E-02
t0	5.74E-01	7.49E-01	1.30E+00	4.73E-01	1.26E+01	2.67E-02
t0	4.70E-01	8.09E-01	1.27E+00	5.76E-01	1.34E+01	2.45E-02
t0	5.57E-01	8.52E-01	1.44E+00	5.57E-01	1.01E+01	3.37E-02
t0	6.37E-01	8.25E-01	1.52E+00	4.76E-01	1.09E+01	3.69E-02
t0	6.46E-01	8.82E-01	1.65E+00	4.98E-01	1.20E+01	3.00E-02
t0	6.64E-01	8.95E-01	1.71E+00	4.90E-01	1.15E+01	3.35E-02
t0	7.29E-01	7.86E-01	1.60E+00	3.77E-01	1.15E+01	3.33E-02
t0	7.72E-01	6.93E-01	1.48E+00	2.97E-01	1.13E+01	3.35E-02
t0	6.43E-01	8.49E-01	1.59E+00	4.80E-01	1.19E+01	3.18E-02
t0	5.77E-01	9.23E-01	1.62E+00	5.76E-01	1.16E+01	3.44E-02
t0	5.49E-01	9.26E-01	1.58E+00	6.01E-01	1.30E+01	2.88E-02
t0	5.62E-01	8.23E-01	1.40E+00	5.32E-01	1.26E+01	2.75E-02
t0	5.25E-01	7.86E-01	1.28E+00	5.38E-01	1.28E+01	2.60E-02
t0	4.35E-01	8.73E-01	1.32E+00	6.49E-01	1.20E+01	2.78E-02
t0	5.51E-01	7.58E-01	1.29E+00	4.94E-01	1.16E+01	3.01E-02
t0	6.21E-01	7.22E-01	1.31E+00	4.26E-01	1.17E+01	3.06E-02
t0	6.62E-01	7.23E-01	1.37E+00	4.00E-01	9.77E+00	4.00E-02
t0	6.72E-01	7.36E-01	1.41E+00	3.99E-01	1.08E+01	3.80E-02
t0	6.31E-01	8.52E-01	1.56E+00	4.96E-01	1.06E+01	3.84E-02
t0	5.80E-01	9.64E-01	1.68E+00	6.04E-01	1.06E+01	3.88E-02
t0	5.94E-01	9.11E-01	1.61E+00	5.63E-01	1.11E+01	3.68E-02
t0	6.55E-01	7.68E-01	1.44E+00	4.33E-01	1.07E+01	3.90E-02
t0	7.32E-01	6.21E-01	1.26E+00	3.03E-01	1.20E+01	3.20E-02
t0	7.51E-01	5.62E-01	1.16E+00	2.62E-01	1.20E+01	3.06E-02
t0	5.83E-01	7.53E-01	1.31E+00	4.74E-01	1.29E+01	2.52E-02
t0	4.76E-01	8.77E-01	1.38E+00	6.25E-01	1.34E+01	2.43E-02
t0	5.20E-01	7.12E-01	1.17E+00	4.84E-01	1.41E+01	2.26E-02
t0	4.59E-01	7.08E-01	1.10E+00	5.12E-01	1.58E+01	1.78E-02
t0	5.53E-01	8.49E-01	1.43E+00	5.59E-01	1.03E+01	2.16E-02
t0	6.06E-01	8.69E-01	1.56E+00	5.26E-01	1.17E+01	2.95E-02
t0	6.14E-01	9.41E-01	1.70E+00	5.63E-01	1.16E+01	3.60E-02
t0	6.91E-01	8.46E-01	1.65E+00	4.44E-01	1.15E+01	3.60E-02
t0	7.00E-01	8.14E-01	1.61E+00	4.17E-01	1.13E+01	3.55E-02
t0	6.19E-01	9.53E-01	1.74E+00	5.61E-01	1.19E+01	3.25E-02
t0	5.97E-01	9.40E-01	1.68E+00	5.71E-01	1.18E+01	3.45E-02
t0	6.30E-01	8.49E-01	1.56E+00	4.92E-01	1.25E+01	3.15E-02
t0	6.51E-01	7.53E-01	1.41E+00	4.25E-01	1.25E+01	3.01E-02
t0	5.88E-01	7.83E-01	1.37E+00	4.91E-01	1.33E+01	2.71E-02
t0	4.64E-01	9.45E-01	1.46E+00	6.88E-01	1.36E+01	2.64E-02
t0	4.20E-01	9.97E-01	1.46E+00	7.66E-01	1.30E+01	2.48E-02
t0	4.28E-01	9.02E-01	1.30E+00	7.04E-01	1.31E+01	2.40E-02
t0	3.34E-01	1.05E+00	1.45E+00	8.54E-01	1.25E+01	2.40E-02
t0	4.56E-01	8.54E-01	1.32E+00	6.21E-01	1.11E+01	3.04E-02
t0	5.13E-01	8.57E-01	1.40E+00	5.84E-01	1.12E+01	3.12E-02
t0	5.24E-01	9.30E-01	1.54E+00	6.24E-01	1.13E+01	3.33E-02
t0	5.59E-01	9.21E-01	1.58E+00	5.92E-01	1.14E+01	3.48E-02
t0	5.89E-01	8.88E-01	1.57E+00	5.48E-01	1.10E+01	3.82E-02
t0	6.07E-01	8.36E-01	1.50E+00	5.03E-01	1.14E+01	3.67E-02
t0	5.92E-01	8.61E-01	1.52E+00	5.30E-01	1.08E+01	3.68E-02
t0	5.40E-01	9.22E-01	1.55E+00	6.09E-01	1.12E+01	3.38E-02
t0	5.71E-01	7.97E-01	1.37E+00	5.09E-01	1.20E+01	3.05E-02
t0	6.05E-01	6.78E-01	1.20E+00	4.15E-01	1.34E+01	2.39E-02
t0	5.36E-01	7.22E-01	1.19E+00	4.85E-01	1.29E+01	2.36E-02
t0	4.65E-01	7.97E-01	1.23E+00	5.78E-01	1.33E+01	2.24E-02
t0	3.91E-01	8.87E-01	1.28E+00	6.87E-01	1.33E+01	2.30E-02
t0	3.60E-01	7.59E-01	1.07E+00	6.04E-01	1.71E+01	1.69E-02
t0	4.12E-01	1.19E+00	1.77E+00	9.08E-01	1.85E+00	3.39E-01
t0	6.05E-01	8.87E-01	1.57E+00	5.46E-01	1.20E+01	2.58E-02
t0	6.83E-01	8.20E-01	1.58E+00	4.42E-01	1.06E+01	4.09E-02
t0	6.21E-01	9.56E-01	1.74E+00	5.65E-01	1.11E+01	3.78E-02
t0	6.04E-01	1.00E+00	1.80E+00	6.05E-01	1.19E+01	3.24E-02
t0	6.87E-01	8.21E-01	1.60E+00	4.29E-01	1.11E+01	3.60E-02
t0	8.14E-01	6.13E-01	1.38E+00	2.31E-01	1.07E+01	3.79E-02
t0	7.92E-01	6.15E-01	1.34E+00	2.51E-01	1.19E+01	3.37E-02
t0	6.77E-01	7.11E-01	1.36E+00	3.84E-01	1.27E+01	2.97E-02
t0	5.94E-01	7.90E-01	1.39E+00	4.91E-01	1.20E+01	3.25E-02
t0	5.41E-01	8.31E-01	1.38E+00	5.58E-01	1.26E+01	2.73E-02
t0	4.83E-01	8.83E-01	1.37E+00	6.41E-01	1.23E+01	2.68E-02
t0	4.37E-01	9.14E-01	1.34E+00	7.01E-01	1.32E+01	2.56E-02
t0	4.11E-01	9.03E-01	1.28E+00	7.15E-01	1.38E+01	2.47E-02
t0	3.63E-01	1.12E+00	1.58E+00	8.84E-01	1.20E+01	2.81E-02
t0	4.49E-01	9.56E-01	1.47E+00	7.00E-01	1.10E+01	3.29E-02
t0	5.21E-01	8.59E-01	1.41E+00	5.82E-01	9.98E+00	4.28E-02
t0	5.37E-01	8.99E-01	1.51E+00	5.96E-01	1.05E+01	4.48E-02
t0	5.89E-01	8.68E-01	1.53E+00	5.37E-01	1.05E+01	4.35E-02
t0	6.00E-01	8.86E-01	1.58E+00	5.39E-01	1.16E+01	3.31E-02
t0	5.64E-01	9.34E-01	1.61E+00	5.98E-01	1.17E+01	2.98E-02
t0	6.02E-01	7.96E-01	1.42E+00	4.85E-01	1.14E+01	2.83E-02
t0	6.13E-01	7.42E-01	1.33E+00	4.47E-01	1.26E+01	2.35E-02
t0	5.32E-01	8.10E-01	1.34E+00	5.44E-01	1.34E+01	2.37E-02
t0	5.16E-01	7.58E-01	1.23E+00	5.20E-01	1.44E+01	2.05E-02
t0	4.55E-01	7.95E-01	1.22E+00	5.81E-01	1.37E+01	1.94E-02
t0	3.32E-01	9.95E-01	1.37E+00	8.09E-01	1.52E+01	1.66E-02
t0	2.74E-01	1.06E+00	1.39E+00	9.03E-01	1.59E+01	1.76E-02
t0	3.37E-01	1.47E+00	2.02E+00	1.20E+00	1.95E+00	2.14E-01
t0	5.71E-01	9.27E-01	1.58E+00	5.98E-01	6.24E+00	5.74E-02
t0	6.68E-01	8.24E-01	1.56E+00	4.57E-01	7.82E+00	5.87E-02
t0	6.67E-01	8.56E-01	1.63E+00	4.70E-01	1.05E+01	4.14E-02
t0	7.30E-01	7.56E-01	1.54E+00	3.62E-01	1.05E+01	3.81E-02
t0	7.69E-01	6.91E-01	1.47E+00	3.00E-01	1.04E+01	3.90E-02
t0	7.40E-01	7.17E-01	1.48E+00	3.37E-01	1.14E+01	3.48E-02
t0	7.34E-01	6.91E-01	1.41E+00	3.29E-01	1.17E+01	3.12E-02
t0	7.26E-01	6.50E-01	1.31E+00	3.18E-01	1.20E+01	3.04E-02
t0	6.56E-01	7.29E-01	1.36E+00	4.13E-01	1.28E+01	2.87E-02
t0	5.39E-01	8.78E-01	1.45E+00	5.90E-01	1.23E+01	2.90E-02
t0	4.78E-01	9.56E-01	1.49E+00	6.89E-01	1.34E+01	2.53E-02
t0	5.10E-01	8.15E-01	1.30E+00	5.74E-01	1.40E+01	2.41E-02
t0	5.22E-01	7.49E-01	1.19E+00	5.28E-01	1.42E+01	2.33E-02
t0	4.39E-01	8.64E-01	1.25E+00	6.71E-01	1.40E+01	2.25E-02
t0	3.98E-01	9.97E-01	1.44E+00	7.76E-01	1.03E+01	3.42E-02
t0	3.99E-01	1.05E+00	1.53E+00	8.13E-01	1.16E+01	3.08E-02
t0	4.24E-01	1.06E+00	1.58E+00	7.95E-01	1.20E+01	3.20E-02
t0	4.76E-01	9.63E-01	1.51E+00	6.88E-01	1.09E+01	3.67E-02
t0	5.32E-01	8.70E-01	1.44E+00	5.86E-01	1.13E+01	3.61E-02
t0	5.96E-01	7.70E-01	1.35E+00	4.80E-01	1.16E+01	3.24E-02
t0	7.35E-01	5.95E-01	1.20E+00	2.92E-01	9.92E+00	3.28E-02
t0	7.32E-01	5.99E-01	1.21E+00	2.95E-01	1.21E+01	1.96E-02
t0	5.25E-01	8.81E-01	1.45E+00	5.98E-01	9.78E+00	2.09E-02
t0	4.20E-01	1.05E+00	1.56E+00	7.91E-01	1.31E+01	1.40E-02
t0	4.01E-01	1.01E+00	1.48E+00	7.79E-01	1.43E+01	1.72E-02
t0	8.23E-01	5.76E-01	1.29E+00	2.18E-01	1.10E+01	3.32E-02
t0	7.04E-01	7.79E-01	1.54E+00	3.99E-01	1.07E+01	3.98E-02
t0	6.39E-01	9.06E-01	1.68E+00	5.19E-01	1.09E+01	3.88E-02
t0	6.61E-01	8.64E-01	1.64E+00	4.77E-01	1.13E+01	3.52E-02
t0	6.96E-01	7.77E-01	1.53E+00	4.01E-01	1.22E+01	3.06E-02
t0	7.13E-01	7.22E-01	1.45E+00	3.60E-01	1.21E+01	3.15E-02
t0	6.67E-01	7.72E-01	1.47E+00	4.24E-01	1.18E+01	3.17E-02
t0	5.90E-01	8.56E-01	1.50E+00	5.31E-01	1.28E+01	2.73E-02
t0	5.49E-01	8.96E-01	1.51E+00	5.89E-01	1.28E+01	2.72E-02
t0	5.36E-01	8.71E-01	1.44E+00	5.85E-01	1.35E+01	2.45E-02
t0	5.15E-01	7.51E-01	1.16E+00	5.46E-01	1.41E+01	2.47E-02
t0	4.60E-01	8.53E-01	1.26E+00	6.51E-01	1.28E+01	2.89E-02
t0	4.29E-01	9.27E-01	1.35E+00	7.14E-01	1.20E+01	2.99E-02
t0	4.24E-01	9.67E-01	1.42E+00	7.39E-01	1.17E+01	3.21E-02
t0	4.85E-01	8.71E-01	1.36E+00	6.27E-01	1.21E+01	3.04E-02
t0	4.93E-01	8.85E-01	1.40E+00	6.29E-01	1.23E+01	3.05E-02
t0	5.00E-01	8.79E-01	1.40E+00	6.18E-01	1.31E+01	2.64E-02
t0	5.66E-01	7.59E-01	1.29E+00	4.95E-01	1.27E+01	2.52E-02
t0	5.70E-01	7.27E-01	1.23E+00	4.73E-01	1.26E+01	2.33E-02
t0	5.63E-01	7.16E-01	1.20E+00	4.74E-01	1.29E+01	1.89E-02
t0	4.89E-01	8.27E-01	1.29E+00	5.95E-01	1.15E+01	1.60E-02
t0	4.19E-01	9.98E-01	1.47E+00	7.64E-01	1.30E+01	1.24E-02
t0	3.90E-01	1.03E+00	1.48E+00	8.10E-01	1.48E+01	1.03E-02
t0	4.35E-01	1.18E+00	1.78E+00	8.83E-01	8.77E+00	2.28E-02
t0	6.46E-01	7.75E-01	1.43E+00	4.45E-01	1.22E+01	2.46E-02
t0	6.69E-01	7.91E-01	1.51E+00	4.33E-01	1.09E+01	3.68E-02
t0	6.65E-01	8.19E-01	1.56E+00	4.50E-01	1.10E+01	3.82E-02
t0	6.42E-01	8.53E-01	1.59E+00	4.85E-01	1.20E+01	3.41E-02
t0	6.67E-01	8.00E-01	1.53E+00	4.35E-01	1.20E+01	3.42E-02
t0	6.97E-01	7.36E-01	1.45E+00	3.80E-01	1.22E+01	3.25E-02
t0	6.36E-01	7.94E-01	1.47E+00	4.57E-01	1.29E+01	2.87E-02
t0	5.83E-01	8.70E-01	1.52E+00	5.42E-01	1.19E+01	3.08E-02
t0	5.46E-01	8.99E-01	1.52E+00	5.89E-01	1.20E+01	3.06E-02
t0	5.08E-01	9.40E-01	1.53E+00	6.46E-01	1.30E+01	2.82E-02
t0	4.94E-01	9.27E-01	1.48E+00	6.51E-01	1.33E+01	2.77E-02
t0	5.53E-01	7.39E-01	1.22E+00	4.98E-01	1.39E+01	2.33E-02
t0	6.18E-01	6.17E-01	1.07E+00	3.91E-01	1.40E+01	2.38E-02
t0	5.21E-01	7.42E-01	1.16E+00	5.36E-01	1.39E+01	2.42E-02
t0	4.20E-01	9.44E-01	1.33E+00	7.51E-01	1.39E+01	2.44E-02
t0	4.41E-01	1.09E+00	1.54E+00	8.56E-01	1.30E+01	2.68E-02
t0	4.92E-01	9.27E-01	1.38E+00	7.02E-01	1.21E+01	2.94E-02
t0	4.77E-01	9.59E-01	1.42E+00	7.26E-01	1.19E+01	2.78E-02
t0	4.76E-01	9.61E-01	1.46E+00	7.10E-01	1.18E+01	3.23E-02
t0	5.91E-01	7.42E-01	1.26E+00	4.81E-01	1.20E+01	3.32E-02
t0	5.84E-01	7.49E-01	1.28E+00	4.84E-01	1.12E+01	3.55E-02
t0	5.31E-01	8.30E-01	1.36E+00	5.67E-01	1.15E+01	3.50E-02
t0	5.20E-01	8.48E-01	1.38E+00	5.84E-01	1.24E+01	3.02E-02
t0	5.10E-01	8.33E-01	1.34E+00	5.80E-01	1.34E+01	2.20E-02
t0	5.33E-01	7.47E-01	1.22E+00	5.09E-01	1.06E+01	2.15E-02
t0	4.80E-01	8.09E-01	1.26E+00	5.86E-01	1.89E+00	3.42E-01
t0	5.72E-01	8.10E-01	1.39E+00	5.18E-01	1.07E+01	2.44E-02
t0	6.30E-01	7.82E-01	1.43E+00	4.59E-01	1.05E+01	3.54E-02
t0	6.00E-01	8.65E-01	1.54E+00	5.28E-01	1.15E+01	3.40E-02
t0	6.25E-01	8.14E-01	1.49E+00	4.77E-01	1.17E+01	3.32E-02
t0	7.06E-01	6.92E-01	1.37E+00	3.51E-01	1.19E+01	3.41E-02
t0	6.78E-01	7.10E-01	1.37E+00	3.82E-01	1.21E+01	3.36E-02
t0	5.97E-01	8.30E-01	1.48E+00	5.06E-01	1.18E+01	3.56E-02
t0	5.59E-01	8.75E-01	1.50E+00	5.61E-01	1.15E+01	3.62E-02
t0	5.38E-01	9.00E-01	1.52E+00	5.93E-01	1.21E+01	3.29E-02
t0	5.58E-01	8.40E-01	1.43E+00	5.43E-01	1.29E+01	2.96E-02
t0	5.48E-01	8.22E-01	1.38E+00	5.41E-01	1.32E+01	2.70E-02
t0	5.32E-01	8.37E-01	1.38E+00	5.64E-01	1.30E+01	2.65E-02
t0	5.47E-01	7.82E-01	1.31E+00	5.20E-01	1.30E+01	2.64E-02
t0	5.71E-01	7.36E-01	1.24E+00	4.82E-01	1.19E+01	2.95E-02
t0	5.59E-01	7.49E-01	1.24E+00	5.03E-01	1.36E+01	2.47E-02
t0	5.60E-01	7.51E-01	1.24E+00	5.06E-01	1.36E+01	2.48E-02
t0	5.42E-01	7.93E-01	1.29E+00	5.46E-01	1.29E+01	2.49E-02
t0	4.82E-01	8.90E-01	1.36E+00	6.54E-01	1.27E+01	2.55E-02
t0	4.47E-01	9.55E-01	1.41E+00	7.28E-01	1.35E+01	2.67E-02
t0	4.34E-01	1.01E+00	1.46E+00	7.77E-01	1.32E+01	2.84E-02
t0	4.47E-01	9.81E-01	1.43E+00	7.54E-01	1.36E+01	2.56E-02
t0	5.13E-01	8.44E-01	1.30E+00	6.13E-01	1.34E+01	2.57E-02
t0	5.45E-01	7.82E-01	1.24E+00	5.54E-01	1.34E+01	2.76E-02
t0	5.02E-01	8.75E-01	1.33E+00	6.45E-01	1.29E+01	2.89E-02
t0	4.97E-01	9.09E-01	1.39E+00	6.68E-01	1.29E+01	2.77E-02
t0	5.22E-01	8.74E-01	1.36E+00	6.29E-01	1.25E+01	2.85E-02
t0	5.30E-01	8.95E-01	1.41E+00	6.38E-01	1.27E+01	2.90E-02
t0	5.33E-01	9.07E-01	1.44E+00	6.43E-01	1.30E+01	2.80E-02
t0	5.71E-01	8.49E-01	1.39E+00	5.78E-01	1.25E+01	2.81E-02
t0	6.10E-01	7.62E-01	1.30E+00	4.95E-01	1.23E+01	3.04E-02
t0	6.90E-01	6.42E-01	1.19E+00	3.69E-01	1.11E+01	3.47E-02
t0	7.18E-01	6.04E-01	1.16E+00	3.27E-01	1.11E+01	3.36E-02
t0	5.92E-01	7.96E-01	1.36E+00	5.12E-01	1.10E+01	3.51E-02
t0	5.14E-01	9.42E-01	1.51E+00	6.57E-01	1.18E+01	3.41E-02
t0	5.81E-01	7.83E-01	1.34E+00	5.04E-01	1.18E+01	3.51E-02
t0	7.04E-01	5.88E-01	1.14E+00	3.12E-01	1.18E+01	3.38E-02
t0	6.30E-01	6.54E-01	1.18E+00	3.92E-01	1.16E+01	3.02E-02
t0	5.45E-01	7.42E-01	1.23E+00	4.99E-01	1.24E+01	2.03E-02
t0	4.64E-01	8.25E-01	1.26E+00	6.06E-01	1.27E+01	1.36E-02
t0	3.82E-01	1.09E+00	1.56E+00	8.61E-01	8.91E+00	2.30E-02
t0	4.98E-01	8.77E-01	1.40E+00	6.18E-01	1.19E+01	2.03E-02
t0	4.98E-01	9.19E-01	1.47E+00	6.44E-01	1.09E+01	2.57E-02
t0	5.24E-01	8.91E-01	1.46E+00	6.05E-01	1.25E+01	2.49E-02
t0	5.93E-01	7.84E-01	1.38E+00	4.88E-01	1.24E+01	3.02E-02
t0	6.11E-01	7.68E-01	1.38E+00	4.65E-01	1.16E+01	3.72E-02
t0	5.98E-01	7.90E-01	1.40E+00	4.84E-01	1.08E+01	4.25E-02
t0	6.30E-01	7.38E-01	1.35E+00	4.31E-01	1.19E+01	3.52E-02
t0	6.06E-01	7.65E-01	1.37E+00	4.63E-01	1.22E+01	3.24E-02
t0	5.16E-01	9.30E-01	1.53E+00	6.31E-01	1.20E+01	3.36E-02
t0	4.79E-01	9.98E-01	1.59E+00	7.04E-01	1.26E+01	3.15E-02
t0	5.21E-01	9.07E-01	1.50E+00	6.12E-01	1.27E+01	2.93E-02
t0	5.43E-01	8.37E-01	1.41E+00	5.52E-01	1.27E+01	2.83E-02
t0	5.94E-01	7.54E-01	1.31E+00	4.75E-01	1.23E+01	2.72E-02
t0	5.19E-01	9.06E-01	1.47E+00	6.26E-01	1.25E+01	2.73E-02
t0	5.37E-01	8.57E-01	1.40E+00	5.84E-01	1.29E+01	2.85E-02
t0	6.06E-01	7.27E-01	1.26E+00	4.62E-01	1.34E+01	2.59E-02
t0	6.36E-01	7.00E-01	1.24E+00	4.29E-01	1.30E+01	2.43E-02
